"Word","Weight"
"-air",0.0550985565676657
"-capacity",0.633816683258313
"-fly",-0.358084488014759
"-profit",0.317003534587711
"-risk",-0.859931089822685
"-span",-0.529708038703502
"-speed",-0.197297422397734
"-staff",-0.356677586695916
"-studio",-0.416489722200873
"-term",0.633328700466162
"...",-0.0315822738677912
"’ll",0.0959498583831011
"’re",-0.0284045859943355
"’ve",-0.0669338291970725
"(-ia)",-0.428564724679478
"(cont)",-0.680796766689692
"(pic)",0.350951397323815
"(via",0.301102391845358
"@adndotcom",-0.192421301072385
"@alfranken",-0.0707338169690889
"@amtrak",-0.431829501768025
"@barackobama",-0.542074627645086
"@billhemmer",-0.218851874159032
"@bloombergtv",0.437191672161385
"@bobschieffer",-0.0516129268310539
"@catoinstitute:",0.377042205822374
"@ch2ktuu",0.432929231103633
"@chriscoons",-0.316785276450587
"@chuckschumer",-0.417908600031032
"@chucktodd",-0.401134551513009
"@clairecmc",0.178584015046406
"@cnbc",-0.0321597495213986
"@cnbc'",0.166063597320537
"@cnn",-0.287735881742632
"@cnnsotu",0.244188272482976
"@cspan",-0.36844132088532
"@cutcapbalance",-0.0411492701108145
"@dailyrundown",0.202226455633069
"@deptofdefense",0.0978868129089762
"@dylanratigan",-0.212084784569134
"@edshow",-0.308172815039779
"@enr_gop",-0.27097620273025
"@facethenation",0.180234246886464
"@foxandfriends",-0.81174062115621
"@foxbusiness",0.245992952440503
"@foxnews",0.326894904159817
"@grahamblog",0.147233711758795
"@gretawire",0.445744722477114
"@happeningnow",0.0113222132238056
"@hardball",0.277697427150979
"@heritage",-0.321047128707545
"@huffingtonpost",0.76959242673984
"@jerrymoran",-0.76443246555364
"@jimdemint",0.507605517659802
"@joelieberman",-0.065293225526688
"@joelieberman,",0.323179950267506
"@joenbc",-0.106705830362228
"@johncarneyde",-0.403390443988018
"@johncornyn",-0.250221755509974
"@kaybaileyhutch",0.637218959580188
"@larry_kudlow",0.532035585526198
"@lawrence",0.669539657499809
"@lisamurkowski",-0.777158160565257
"@maddow",-0.373471619308015
"@marcorubio",-0.687933697881045
"@markreardonkmox",0.762482756127542
"@markudall",0.310613415501715
"@markwarner",-0.514667812108304
"@meetthepress",-0.399786173954666
"@mitchellreports",-0.937475332727552
"@msnbc",0.358478569027279
"@nasa",-0.231330190774519
"@nytimes",-0.655735248888516
"@orrinhatch",-0.87587742571309
"@politico",0.239319724735068
"@raylahood",0.432802135524166
"@reppaulryan",-0.237001313714699
"@rickklein",-0.773600986446621
"@robportman",0.425338039507706
"@ronwyden",0.442189228292784
"@royblunt",0.0338417975957761
"@roybluntpress:",0.449243483202877
"@seanhannity",0.564998553474801
"@senate_gops",0.446538849946455
"@senate_gops:",0.247431086282439
"@senatorakaka",0.589573063558423
"@senatorayotte",-0.78164557142707
"@senatorbarb",0.773081438074932
"@senatorbegich",-0.443046541670255
"@senatorboxer",-0.451583503105563
"@senatorcardin",-0.586967643463647
"@senatorcarper",-0.612608921337535
"@senatorcollins",-0.328801795587138
"@senatordurbin",0.150726228412147
"@senatorkirk",-0.802202623628206
"@senatorlugar",-0.993281114496763
"@senatormenendez",0.57151354732525
"@senatorreid",-0.61088927431424
"@senatorsanders",-0.297439101431403
"@senatorsessions",-0.642819639321316
"@senbennetco",-0.436562132745577
"@senblumenthal",-0.103326596455896
"@sengillibrand",-0.583870026710596
